iter	Passed	Remaining
155	2170	11741
156	2185	11735
157	2199	11720
158	2214	11713
159	2228	11700
160	2243	11691
161	2256	11673
162	2270	11659
163	2286	11657
164	2302	11654
165	2313	11624
166	2326	11605
167	2339	11586
168	2351	11563
169	2364	11542
170	2377	11525
171	2392	11516
172	2406	11505
173	2420	11489
174	2431	11464
175	2443	11438
176	2455	11419
177	2468	11401
178	2483	11392
179	2499	11385
180	2518	11397
181	2533	11386
182	2549	11381
183	2564	11371
184	2577	11353
185	2593	11348
186	2607	11337
187	2621	11322
188	2634	11305
189	2649	11296
190	2663	11281
191	2676	11265
192	2688	11243
193	2701	11224
194	2716	11215
195	2728	11194
196	2741	11174
197	2757	11168
198	2770	11153
199	2783	11132
200	2798	11124
201	2811	11104
202	2823	11084
203	2835	11064
204	2848	11045
205	2864	11039
206	2878	11026
207	2891	11010
208	2906	10999
209	2918	10980
210	2930	10957
211	2942	10938
212	2955	10919
213	2968	10902
214	2983	10892
215	2996	10877
216	3010	10863
217	3024	10849
218	3037	10832
219	3052	10822
220	3066	10810
221	3081	10798
222	3094	10781
223	3106	10762
224	3121	10750
225	3134	10734
226	3147	10719
227	3163	10711
228	3178	10703
229	3192	10687
230	3204	10669
231	3218	10652
232	3231	10638
233	3247	10631
234	3261	10616
235	3275	10603
236	3289	10591
237	3302	10572
238	3315	10556
239	3328	10541
240	3341	10524
241	3355	10510
242	3370	10500
243	3385	10490
244	3401	10481
245	3415	10468
246	3427	10447
247	3439	10429
248	3451	10411
249	3464	10393
250	3478	10379
251	3493	10369
252	3508	10359
253	3521	10342
254	3535	10330
255	3549	10314
256	3562	10299
257	3575	10282
258	3589	10269
259	3605	10261
260	3620	10249
261	3634	10236
262	3646	10219
263	3662	10209
264	3677	10199
265	3690	10182
266	3703	10167
267	3715	10149
268	3728	10131
269	3740	10113
270	3755	10103
271	3770	10090
272	3784	10077
273	3795	10057
274	3812	10049
275	3824	10032
276	3837	10015
277	3851	10002
278	3866	9991
279	3880	9978
280	3892	9959
281	3907	9948
282	3920	9933
283	3934	9920
284	3947	9904
285	3959	9886
286	3976	9880
287	3993	9872
288	4007	9858
289	4019	9839
290	4032	9823
291	4044	9806
292	4057	9791
293	4074	9783
294	4087	9768
295	4103	9758
296	4117	9747
297	4130	9731
298	4144	9716
299	4157	9700
300	4170	9685
301	4185	9672
302	4197	9656
303	4211	9641
304	4225	9628
305	4237	9610
306	4249	9592
307	4262	9576
308	4276	9564
309	4293	9556
310	4305	9539
311	4320	9527
312	4335	9515
313	4348	9500
314	4362	9485
315	4375	9470
316	4389	9457
317	4402	9440
318	4413	9422
319	4427	9409
320	4440	9393
321	4454	9380
322	4468	9365
323	4481	9351
324	4495	9337
325	4512	9329
326	4527	9318
327	4541	9303
328	4554	9288
329	4567	9273
330	4580	9257
331	4593	9241
332	4608	9230
333	4624	9221
334	4638	9206
335	4651	9192
336	4667	9182
337	4680	9167
338	4693	9151
339	4706	9136
340	4718	9119
341	4732	9105
342	4744	9088
343	4758	9073
344	4770	9057
345	4782	9040
346	4794	9023
347	4810	9012
348	4824	8999
349	4840	8989
350	4855	8978
351	4868	8963
352	4880	8945
353	4893	8929
354	4908	8917
355	4922	8904
356	4933	8886
357	4947	8871
358	4960	8857
359	4975	8845
360	4990	8833
361	5002	8817
362	5018	8806
363	5031	8791
364	5044	8776
365	5057	8761
366	5073	8750
367	5086	8735
368	5098	8718
369	5110	8701
370	5122	8684
371	5134	8668
372	5148	8654
373	5162	8641
374	5176	8626
375	5189	8612
376	5203	8598
377	5216	8584
378	5229	8568
379	5242	8552
380	5255	8537
381	5268	8522
382	5280	8507
383	5293	8491
384	5305	8474
385	5317	8458
386	5329	8442
387	5341	8425
388	5355	8412
389	5368	8396
390	5381	8382
391	5394	8366
392	5409	8354
393	5425	8344
394	5440	8332
395	5452	8316
396	5466	8303
397	5479	8288
398	5494	8275
399	5507	8261
400	5522	8249
401	5537	8237
402	5551	8224
403	5566	8212
404	5581	8199
405	5594	8184
406	5609	8172
407	5622	8157
408	5635	8142
409	5651	8132
410	5666	8119
411	5680	8107
412	5694	8093
413	5709	8082
414	5727	8073
415	5741	8060
416	5755	8046
417	5770	8035
418	5785	8022
419	5798	8007
420	5811	7992
421	5823	7976
422	5837	7963
423	5853	7952
424	5866	7936
425	5880	7923
426	5895	7911
427	5909	7898
428	5924	7885
429	5964	7906
430	6001	7923
431	6028	7926
432	6052	7925
433	6074	7922
434	6099	7922
435	6118	7915
436	6141	7912
437	6157	7900
438	6170	7885
439	6185	7872
440	6199	7858
441	6218	7850
442	6232	7836
443	6247	7823
444	6261	7808
445	6275	7795
446	6288	7779
447	6304	7768
448	6321	7757
449	6335	7743
450	6349	7728
451	6363	7714
452	6377	7700
453	6389	7683
454	6402	7668
455	6415	7653
456	6429	7638
457	6442	7623
458	6456	7609
459	6471	7596
460	6485	7582
461	6497	7566
462	6511	7552
463	6525	7538
464	6540	7525
465	6555	7512
466	6570	7498
467	6586	7486
468	6599	7471
469	6614	7459
470	6630	7447
471	6644	7433
472	6659	7419
473	6676	7408
474	6689	7393
475	6704	7380
476	6717	7365
477	6731	7351
478	6744	7335
479	6757	7320
480	6771	7306
481	6786	7293
482	6800	7278
483	6813	7264
484	6827	7249
485	6840	7234
486	6853	7219
487	6867	7205
488	6880	7190
489	6892	7173
490	6905	7158
491	6919	7144
492	6932	7129
493	6945	7114
494	6963	7103
495	6975	7087
496	6987	7072
497	7000	7056
498	7015	7043
499	7027	7027
500	7041	7013
501	7056	7000
502	7068	6984
503	7081	6968
504	7094	6954
505	7109	6940
506	7121	6925
507	7134	6909
508	7148	6895
509	7161	6880
510	7174	6865
511	7188	6851
512	7201	6836
513	7214	6821
514	7228	6807
515	7241	6792
516	7254	6777
517	7268	6762
518	7281	6748
519	7294	6733
520	7306	6717
521	7318	6701
522	7332	6687
523	7346	6673
524	7360	6659
525	7372	6643
526	7384	6628
527	7399	6614
528	7411	6599
529	7426	6585
530	7440	6571
531	7453	6556
532	7466	6542
533	7480	6528
534	7494	6514
535	7508	6500
536	7522	6485
537	7536	6471
538	7549	6457
539	7563	6443
540	7577	6428
541	7591	6415
542	7605	6401
543	7619	6387
544	7632	6371
545	7645	6356
546	7658	6342
547	7670	6326
548	7684	6312
549	7698	6298
550	7711	6284
551	7724	6268
552	7736	6253
553	7748	6238
554	7761	6222
555	7775	6209
556	7788	6194
557	7801	6179
558	7814	6164
559	7827	6149
560	7840	6135
561	7853	6120
562	7867	6106
563	7880	6091
564	7894	6078
565	7908	6063
566	7921	6049
567	7933	6033
568	7948	6020
569	7964	6008
570	7979	5995
571	7993	5981
572	8005	5966
573	8020	5952
574	8034	5938
575	8046	5923
576	8060	5909
577	8073	5894
578	8085	5879
579	8098	5864
580	8112	5850
581	8126	5836
582	8140	5822
583	8152	5807
584	8166	5793
585	8179	5778
586	8193	5764
587	8208	5751
588	8222	5737
589	8235	5722
590	8249	5709
591	8261	5693
592	8274	5679
593	8287	5664
594	8301	5650
595	8314	5636
596	8329	5622
597	8341	5607
598	8355	5593
599	8367	5578
600	8378	5562
601	8391	5547
602	8405	5533
603	8419	5520
604	8433	5506
605	8446	5491
606	8459	5477
607	8472	5462
608	8484	5447
609	8497	5432
610	8510	5418
611	8523	5403
612	8536	5389
613	8548	5374
614	8561	5359
615	8574	5345
616	8588	5331
617	8601	5316
618	8614	5302
619	8627	5288
620	8642	5274
621	8657	5261
622	8670	5246
623	8685	5233
624	8698	5219
625	8712	5205
626	8726	5191
627	8738	5176
628	8752	5162
629	8765	5147
630	8778	5133
631	8792	5119
632	8806	5105
633	8820	5091
634	8833	5077
635	8847	5063
636	8859	5048
637	8873	5035
638	8887	5020
639	8900	5006
640	8914	4992
641	8927	4978
642	8941	4964
643	8956	4950
644	8969	4936
645	8981	4921
646	8995	4907
647	9007	4893
648	9021	4879
649	9035	4865
650	9048	4850
651	9062	4837
652	9076	4823
653	9088	4808
654	9102	4794
655	9116	4780
656	9128	4765
657	9141	4751
658	9154	4736
659	9166	4722
660	9177	4706
661	9191	4693
662	9204	4678
663	9217	4664
664	9232	4650
665	9246	4637
666	9258	4622
667	9271	4608
668	9285	4594
669	9297	4579
670	9312	4565
671	9325	4551
672	9338	4537
673	9352	4523
674	9365	4509
675	9378	4494
676	9392	4481
677	9404	4466
678	9417	4452
679	9429	4437
680	9443	4423
681	9457	4409
682	9471	4395
683	9484	4381
684	9499	4368
685	9513	4354
686	9526	4340
687	9539	4326
688	9552	4311
689	9566	4298
690	9579	4283
691	9591	4269
692	9604	4254
693	9618	4241
694	9631	4226
695	9644	4212
696	9658	4198
697	9670	4184
698	9683	4169
699	9697	4155
700	9710	4141
701	9723	4127
702	9737	4113
703	9750	4099
704	9763	4085
705	9777	4071
706	9790	4057
707	9803	4043
708	9817	4029
709	9832	4015
710	9846	4002
711	9859	3988
712	9872	3973
713	9886	3960
714	9900	3946
715	9918	3933
716	9932	3920
717	9944	3905
718	9958	3891
719	9970	3877
720	9982	3862
721	9994	3848
722	10007	3833
723	10021	3820
724	10036	3806
725	10048	3792
726	10061	3778
727	10075	3764
728	10088	3750
729	10101	3736
730	10114	3721
731	10127	3708
732	10141	3694
733	10153	3679
734	10165	3665
735	10179	3651
736	10191	3636
737	10204	3622
738	10218	3609
739	10232	3595
740	10245	3580
741	10258	3566
742	10271	3552
743	10283	3538
744	10297	3524
745	10310	3510
746	10324	3496
747	10336	3482
748	10349	3468
749	10362	3454
750	10376	3440
751	10390	3426
752	10402	3412
753	10414	3397
754	10427	3383
755	10441	3370
756	10454	3355
757	10468	3342
758	10481	3328
759	10494	3314
760	10509	3300
761	10521	3286
762	10535	3272
763	10548	3258
764	10560	3243
765	10573	3230
766	10587	3216
767	10600	3202
768	10614	3188
769	10626	3174
770	10639	3160
771	10653	3146
772	10667	3132
773	10681	3119
774	10694	3104
775	10707	3090
776	10720	3076
777	10733	3062
778	10746	3048
779	10760	3035
780	10774	3021
781	10787	3007
782	10800	2993
783	10813	2979
784	10827	2965
785	10839	2951
786	10852	2937
787	10865	2923
788	10879	2909
789	10892	2895
790	10906	2881
791	10921	2868
792	10936	2854
793	10949	2840
794	10962	2826
795	10975	2812
796	10988	2798
797	11002	2785
798	11016	2771
799	11029	2757
800	11042	2743
801	11055	2729
802	11068	2715
803	11080	2701
804	11093	2687
805	11105	2673
806	11119	2659
807	11134	2645
808	11147	2631
809	11159	2617
810	11173	2603
811	11187	2590
812	11199	2576
813	11210	2561
814	11221	2547
815	11234	2533
816	11247	2519
817	11260	2505
818	11273	2491
819	11287	2477
820	11300	2463
821	11314	2450
822	11327	2436
823	11341	2422
824	11353	2408
825	11365	2394
826	11377	2380
827	11390	2366
828	11403	2352
829	11415	2338
830	11428	2324
831	11442	2310
832	11454	2296
833	11467	2282
834	11481	2268
835	11493	2254
836	11505	2240
837	11520	2227
838	11533	2213
839	11545	2199
840	11560	2185
841	11573	2171
842	11588	2158
843	11601	2144
844	11614	2130
845	11629	2116
846	11641	2102
847	11653	2088
848	11667	2075
849	11682	2061
850	11695	2047
851	11709	2034
852	11722	2020
853	11735	2006
854	11747	1992
855	11762	1978
856	11774	1964
857	11787	1950
858	11800	1937
859	11813	1923
860	11828	1909
861	11842	1895
862	11855	1882
863	11869	1868
864	11882	1854
865	11896	1840
866	11908	1826
867	11921	1812
868	11936	1799
869	11949	1785
870	11962	1771
871	11974	1757
872	11989	1744
873	12003	1730
874	12018	1716
875	12032	1703
876	12047	1689
877	12061	1675
878	12077	1662
879	12091	1648
880	12104	1634
881	12119	1621
882	12132	1607
883	12144	1593
884	12157	1579
885	12171	1566
886	12184	1552
887	12198	1538
888	12210	1524
889	12225	1511
890	12239	1497
891	12252	1483
892	12266	1469
893	12279	1455
894	12291	1442
895	12305	1428
896	12320	1414
897	12334	1400
898	12348	1387
899	12362	1373
900	12376	1359
901	12390	1346
902	12403	1332
903	12417	1318
904	12430	1304
905	12444	1291
906	12456	1277
907	12471	1263
908	12486	1250
909	12499	1236
910	12513	1222
911	12526	1208
912	12539	1194
913	12553	1181
914	12567	1167
915	12580	1153
916	12594	1139
917	12608	1126
918	12622	1112
919	12636	1098
920	12649	1085
921	12662	1071
922	12675	1057
923	12690	1043
924	12704	1030
925	12718	1016
926	12732	1002
927	12746	988
928	12759	975
929	12773	961
930	12786	947
931	12800	933
932	12812	920
933	12826	906
934	12840	892
935	12854	878
936	12868	865
937	12882	851
938	12896	837
939	12910	824
940	12924	810
941	12937	796
942	12951	782
943	12964	769
944	12977	755
945	12990	741
946	13004	727
947	13017	714
948	13031	700
949	13045	686
950	13058	672
951	13071	659
952	13084	645
953	13098	631
954	13111	617
955	13124	604
956	13139	590
957	13153	576
958	13166	562
959	13180	549
960	13193	535
961	13208	521
962	13222	508
963	13236	494
964	13250	480
965	13263	466
966	13277	453
967	13291	439
968	13304	425
969	13317	411
970	13330	398
971	13344	384
972	13358	370
973	13371	356
974	13386	343
975	13398	329
976	13411	315
977	13424	301
978	13438	288
979	13452	274
980	13466	260
981	13480	247
982	13494	233
983	13506	219
984	13520	205
985	13533	192
986	13547	178
987	13560	164
988	13574	150
989	13586	137
990	13600	123
991	13614	109
992	13627	96
993	13639	82
994	13653	68
995	13666	54
996	13678	41
997	13692	27
998	13706	13
999	13720	0
