iter	Logloss
449	0.2489686259
450	0.2488984458
451	0.2488499426
452	0.2487693608
453	0.2487203393
454	0.2486484096
455	0.2486068476
456	0.2485682301
457	0.2485158446
458	0.248449932
459	0.2483744339
460	0.248299755
461	0.2482532722
462	0.2481840952
463	0.2481144259
464	0.2480463264
465	0.2479643175
466	0.2479122382
467	0.2478426774
468	0.2478220871
469	0.2477380387
470	0.2476680763
471	0.2476105823
472	0.2475285632
473	0.2474538938
474	0.2474307745
475	0.247383775
476	0.2473339232
477	0.2472560033
478	0.2472296697
479	0.2471562556
480	0.2471040532
481	0.2470124807
482	0.2469617625
483	0.2469062392
484	0.2468477283
485	0.246829245
486	0.2467614353
487	0.2467259707
488	0.2466981664
489	0.2466126725
490	0.2465404192
491	0.2464428748
492	0.246383526
493	0.2463265209
494	0.2462620622
495	0.2461998382
496	0.2461352565
497	0.2461207459
498	0.2460463756
499	0.2459734179
500	0.2459050961
501	0.2458393822
502	0.2457303338
503	0.2456666315
504	0.245604326
505	0.2455568035
506	0.2455097252
507	0.2454590197
508	0.245401719
509	0.2453265983
510	0.2452613871
511	0.2452111923
512	0.2451648064
513	0.2451302015
514	0.2450562815
515	0.2449917854
516	0.2449661652
517	0.2448998524
518	0.2448272889
519	0.244665528
520	0.2446284157
521	0.2445665
522	0.2445498283
523	0.2444671108
524	0.2443847545
525	0.2443341482
526	0.2442808165
527	0.2442033887
528	0.2441567307
529	0.2440537387
530	0.2440094204
531	0.2439507202
532	0.2438926054
533	0.2438366538
534	0.2437690216
535	0.2436919015
536	0.2436324551
537	0.2435696187
538	0.2435323025
539	0.2435071844
540	0.2434761213
541	0.2434329578
542	0.2433754911
543	0.2433197551
544	0.243255797
545	0.2431878594
546	0.2431251506
547	0.2430520933
548	0.2430326796
549	0.2429756921
550	0.2429186616
551	0.2428838622
552	0.2428332602
553	0.2427706053
554	0.2427131142
555	0.2426603971
556	0.2426187013
557	0.2425884138
558	0.2425417583
559	0.2424662271
560	0.2424009298
561	0.2423375989
562	0.2422789151
563	0.242240171
564	0.2422040648
565	0.2421626785
566	0.2421436925
567	0.2420471338
568	0.24199464
569	0.2419069902
570	0.2417871126
571	0.2417157977
572	0.2416635641
573	0.2416212993
574	0.2416027074
575	0.2415641788
576	0.2415047617
577	0.241459489
578	0.2413870503
579	0.2413297414
580	0.2412686424
581	0.2412446506
582	0.2411831679
583	0.2411434992
584	0.241085928
585	0.2410316047
586	0.2409870244
587	0.2409321589
588	0.2408786941
589	0.2408498792
590	0.2407736025
591	0.2407221171
592	0.2406873628
593	0.2406323456
594	0.2405659538
595	0.2405030069
596	0.2404644491
597	0.240374221
598	0.2403291693
599	0.240266671
600	0.240233763
601	0.2401994872
602	0.2401416135
603	0.2400932991
604	0.2400326682
605	0.2399585827
606	0.2398928105
607	0.239813526
608	0.2397365366
609	0.2396894724
610	0.2396648892
611	0.2395995401
612	0.2395568995
613	0.2395071935
614	0.2394756587
615	0.2394042255
616	0.2393398209
617	0.239276785
618	0.2392033824
619	0.2391016317
620	0.2390584507
621	0.2389781743
622	0.2389317932
623	0.2388684095
624	0.2387755027
625	0.2387271011
626	0.2386917377
627	0.238681405
628	0.2386541867
629	0.2386083701
630	0.2385581195
631	0.2385003547
632	0.238438802
633	0.2384027266
634	0.2383699715
635	0.2383073887
636	0.2382567079
637	0.2381964682
638	0.2381358211
639	0.2381003121
640	0.2380703062
641	0.2380269636
642	0.2379695812
643	0.2379539529
644	0.2379167164
645	0.2379002479
646	0.2378429892
647	0.237785481
648	0.237644792
649	0.237584345
650	0.2375469857
651	0.2375395961
652	0.2374835152
653	0.2374285023
654	0.2373832266
655	0.2373265855
656	0.237262272
657	0.2372168172
658	0.237168506
659	0.2371124403
660	0.237068484
661	0.2370333278
662	0.2370086612
663	0.2369745391
664	0.2369229017
665	0.2368527258
666	0.236799778
667	0.2367502828
668	0.236715899
669	0.2366849927
670	0.2366287447
671	0.2365120761
672	0.2364732597
673	0.2364326508
674	0.2363575734
675	0.2363313575
676	0.2362953692
677	0.2362551577
678	0.2362129289
679	0.2361581477
680	0.2361054748
681	0.2360305384
682	0.2359867632
683	0.2359427627
684	0.2358853833
685	0.2358407094
686	0.235792922
687	0.2357428315
688	0.2356901549
689	0.2356389287
690	0.2356118095
691	0.2355770895
692	0.2355434432
693	0.2354829662
694	0.2354259189
695	0.235377728
696	0.2353293033
697	0.2352808508
698	0.2352570944
699	0.2352140218
700	0.2351549648
701	0.2350993553
702	0.2350423709
703	0.2350054641
704	0.2349757203
705	0.2349401698
706	0.2349104252
707	0.2348713995
708	0.2348174863
709	0.2347691033
710	0.2347184559
711	0.2346775174
712	0.2346291315
713	0.2346058525
714	0.2345753186
715	0.2345153818
716	0.2344491291
717	0.2343767643
718	0.2343354176
719	0.2342824662
720	0.2341887009
721	0.2341361672
722	0.2340942934
723	0.2340394388
724	0.2339817325
725	0.233955552
726	0.2339245319
727	0.2338443628
728	0.2338134935
729	0.2337758762
730	0.2337337967
731	0.2336930498
732	0.2336589517
733	0.2336224071
734	0.2335849995
735	0.2335474538
736	0.2335391172
737	0.2334821116
738	0.2334214257
739	0.2334014242
740	0.2333663262
741	0.2333415114
742	0.2333083155
743	0.2332762359
744	0.2332301771
745	0.2332029288
746	0.2331585052
747	0.2331388717
748	0.2331018769
749	0.2330521459
750	0.2330210786
751	0.2329869833
752	0.232947741
753	0.2329221706
754	0.2328723717
755	0.2328024786
756	0.2327571561
757	0.2326746752
758	0.2326555429
759	0.2326338481
760	0.2325912231
761	0.2325871167
762	0.232556149
763	0.2325391534
764	0.2325121088
765	0.2324301564
766	0.2323951371
767	0.2323427887
768	0.2323112632
769	0.2322809643
770	0.2322587259
771	0.2322263175
772	0.2321988842
773	0.2321731082
774	0.2321455185
775	0.2320727011
776	0.2320439597
777	0.2319946748
778	0.2319789604
779	0.2319158216
780	0.2318758443
781	0.2318287085
782	0.2317930499
783	0.2317652413
784	0.2317219439
785	0.2316822487
786	0.23164301
787	0.2316195216
788	0.2315628055
789	0.231516867
790	0.2314894912
791	0.2314155381
792	0.2313870206
793	0.2313060432
794	0.2312519214
795	0.2312276182
796	0.2311614773
797	0.2311123854
798	0.2310986988
799	0.2310444828
800	0.231007177
801	0.2309567312
802	0.2309020909
803	0.2308643544
804	0.2308530872
805	0.2308037098
806	0.2307621139
807	0.2307240591
808	0.230697083
809	0.2306706951
810	0.2306384978
811	0.2306106645
812	0.2305784293
813	0.2305599728
814	0.2305423631
815	0.2304871717
816	0.2304288164
817	0.2303523421
818	0.2303262827
819	0.2302467977
820	0.2302269325
821	0.2301790786
822	0.2301314058
823	0.2300964685
824	0.2300596703
825	0.2300090252
826	0.2299750511
827	0.229953925
828	0.2299129867
829	0.2298715549
830	0.2298237098
831	0.2297840544
832	0.2297501911
833	0.229705621
834	0.2296503533
835	0.2296131972
836	0.229590231
837	0.229562228
838	0.2295228727
839	0.2294747914
840	0.2294307098
841	0.2293833592
842	0.2293005145
843	0.2292476148
844	0.2291960353
845	0.2291552346
846	0.2291200233
847	0.229103698
848	0.2290560556
849	0.2290243997
850	0.2289874322
851	0.2289553008
852	0.2289232888
853	0.2288736759
854	0.2288320022
855	0.2287861015
856	0.228748016
857	0.2287078322
858	0.228683682
859	0.228653258
860	0.2285846029
861	0.2285351313
862	0.2284913341
863	0.228461683
864	0.2284331709
865	0.2284031634
866	0.2283639435
867	0.2283379676
868	0.2282988379
869	0.2282449494
870	0.2282171502
871	0.2281830287
872	0.228119164
873	0.2280783771
874	0.2280121365
875	0.2279621032
876	0.2279235773
877	0.2278978264
878	0.2278386769
879	0.2277911135
880	0.2277467333
881	0.2277103063
882	0.2276691271
883	0.2276257182
884	0.227564837
885	0.2275176211
886	0.2274634131
887	0.227431994
888	0.2274010653
889	0.2273415956
890	0.2273022846
891	0.2272990474
892	0.2272501534
893	0.2272061336
894	0.2271756815
895	0.2271484347
896	0.2271070392
897	0.2270856156
898	0.2270483736
899	0.2269854242
900	0.2269425689
901	0.2269163436
902	0.2268683735
903	0.2268198174
904	0.2267796676
905	0.2267389122
906	0.2267022573
907	0.2266666304
908	0.2265904421
909	0.2265632193
910	0.2265371298
911	0.2265173239
912	0.226494153
913	0.2264763023
914	0.2264491606
915	0.2264335569
916	0.2263896848
917	0.2263525022
918	0.2263051687
919	0.2262560001
920	0.2262392227
921	0.226197047
922	0.226190907
923	0.2261470516
924	0.2261057366
925	0.2260539771
926	0.2260288632
927	0.2260082002
928	0.225974394
929	0.2259347171
930	0.2259312043
931	0.2258758569
932	0.225849551
933	0.2258030425
934	0.2257603936
935	0.2257327147
936	0.2257066634
937	0.2256834659
938	0.2256428824
939	0.2256144167
940	0.2255800965
941	0.2255334852
942	0.2255088118
943	0.225480433
944	0.2254317672
945	0.225370728
946	0.2253333897
947	0.2252893209
948	0.2252419116
949	0.2252101181
950	0.225184109
951	0.2251225216
952	0.2250851673
953	0.2250677291
954	0.225041259
955	0.2249908521
956	0.2249587347
957	0.2249389245
958	0.2248909827
959	0.2248828467
960	0.2248362497
961	0.2247793208
962	0.2247157028
963	0.2246505742
964	0.2246185785
965	0.2245976245
966	0.224573759
967	0.2245604773
968	0.2245265716
969	0.2244992661
970	0.2244649924
971	0.2244416625
972	0.2244006347
973	0.2243432864
974	0.224319734
975	0.2242905532
976	0.2242715679
977	0.224231615
978	0.2242114209
979	0.2241748671
980	0.224148454
981	0.2241209742
982	0.2241074643
983	0.224076798
984	0.2240344687
985	0.2239928931
986	0.2239501398
987	0.2239182581
988	0.2238851627
989	0.2238565629
990	0.22382962
991	0.2237980254
992	0.2237833808
993	0.2237806656
994	0.2237281119
995	0.2236880595
996	0.2236653897
997	0.2236479747
998	0.2236303301
999	0.2235991441
